mass,log_mass,year,reclat,reclong,fall,recclass
67.01,4.20484186198508,1988,-72.0,26.0,Found,H3.6
401.9,5.9962033014551555,2002,-85.63333,-68.7,Found,L5
3.8,1.33500106673234,1999,-84.0,168.0,Found,LL5
12.9,2.5572273113676265,2011,-24.85,-70.53333,Found,H4
64.18,4.161691635681711,1979,-71.5,35.66667,Found,H4
20.63,3.0267463270831603,1998,0.0,0.0,Found,L6
25.6,3.242592351485517,1996,-76.18333,157.16667,Found,L6
12.92,2.558776498354456,2001,19.11285,54.81877,Found,Ureilite
412.8,6.022963214167353,2010,20.53738,56.98917,Found,H5
5.4,1.6863989535702288,1986,-84.2737,161.69157,Found,L6
28.8,3.3603753871419,2010,0.0,0.0,Found,LL6
9.9,2.2925347571405443,1979,-71.5,35.66667,Found,L4
2.32,0.8415671856782185,1986,-71.5,35.66667,Found,H4
35.37,3.5658640032173894,2001,19.06285,54.49708,Found,H3
30.5,3.417726683613366,1990,-76.28378,156.45397,Found,L6
18.57,2.9215473753646144,2006,-72.77778,75.31028,Found,H5
25.67,3.245322994883049,1988,-72.0,26.0,Found,H5
16.0,2.772588722239781,1997,27.26683,16.06683,Found,H4
265.6,5.5819914176022785,2009,0.0,0.0,Found,L5
16700.0,9.723163998404846,1962,43.56333,-97.58333,Found,Mesosiderite-A3
21.25,3.056356895370426,1988,-72.0,26.0,Found,H3.8
36.0,3.58351893845611,1999,-84.0,168.0,Found,H6
7.17,1.969905654611529,1986,-71.5,35.66667,Found,EH-imp melt
115.5,4.749270529961848,2009,0.0,0.0,Found,Diogenite
2878.0,7.964850887447313,2002,19.165,54.77667,Found,H4
1.4,0.3364722366212129,1988,-84.27834,161.42372,Found,L6
2700.0,7.90100705199242,1942,37.28333,-102.2,Found,H5
37.7,3.629660094453965,1993,-30.41667,129.85,Found,L4
423.0,6.0473721790462776,2012,0.0,0.0,Found,H4
628.0,6.4425401664681985,1995,27.1585,16.03133,Found,H5
31.8,3.459466289786131,1977,-76.71667,159.66667,Found,H6
132.0,4.882801922586371,1996,27.1135,16.143,Found,H5/6
30.7,3.4242626545931514,2010,0.0,0.0,Found,L5
5.67,1.7351891177396608,1979,-71.5,35.66667,Found,L3
15.4,2.7343675094195836,2004,0.0,0.0,Found,H6
422.0,6.045005314036012,1997,27.15517,16.2825,Found,L6
18.5,2.917770732084279,1990,-76.2773,156.40184,Found,L6
15.1,2.714694743820879,1987,-76.28477,156.45277,Found,L6
7.7,2.0412203288596382,1992,-76.04009,156.04951,Found,CR2
7.4,2.0014800002101243,1974,-71.5,35.66667,Found,L6
14.7,2.6878474937846906,1999,-84.0,168.0,Found,LL5
718.0,6.576469569048224,1997,27.42383,16.34,Found,H5
2.26,0.8153648132841944,1981,-71.5,35.66667,Found,L4
7.7,2.0412203288596382,1993,-84.0,168.0,Found,L5
61.0,4.110873864173311,2005,19.95952,56.42197,Found,Mesosiderite
6.7,1.9021075263969205,1990,-76.2854,156.4859,Found,L6
5.4,1.6863989535702288,1987,-84.27329,161.70185,Found,H5
12.55,2.529720665577793,2002,-84.21667,160.5,Found,H5
19.39,2.9647574692545606,2000,-79.68333,155.75,Found,LL6
40.22,3.6943643843445058,2011,0.0,0.0,Found,Eucrite-pmict
2.0,0.6931471805599453,2009,0.0,0.0,Found,L-imp melt
0.79,-0.23572233352106983,1974,-71.5,35.66667,Found,H5
106.0,4.663439094112067,2002,-86.36667,-70.0,Found,LL5
9608.0,9.170351363759819,2002,27.67817,4.46533,Found,L5
0.46,-0.7765287894989963,2003,-72.98389,75.24639,Found,L6
282.4,5.643324505619087,1991,-85.09565,-65.43677,Found,L5
5420.0,8.597851094433691,2000,26.01667,25.73333,Found,H
21.4,3.0633909220278057,1990,-76.28599,156.44997,Found,H5
535.9,6.283947576500805,1980,-76.77389,159.27611,Found,L6
0.81,-0.21072103131565253,1979,-71.5,35.66667,Found,H5
170.0,5.135798437050262,1995,28.62617,13.40067,Found,L6
5.06,1.6213664832993742,2002,-84.0,168.0,Found,LL4
13431.0,9.505320746909074,1990,29.06667,12.68333,Found,H6
6.8,1.916922612182061,1997,-84.0,168.0,Found,Diogenite
2.74,1.007957920399979,1979,-71.5,35.66667,Found,H6
1.16,0.14842000511827322,1979,-71.5,35.66667,Found,L6
4.6,1.5260563034950492,1979,-71.5,35.66667,Found,H4
26.42,3.2741212990941793,1998,0.0,0.0,Found,H4
2275.0,7.729735331385051,2010,20.05473,56.46193,Found,LL3.3
10.6,2.3608540011180215,1987,-84.25404,161.38367,Found,H5
44.6,3.7977338590260183,1982,-77.04237,157.25116,Found,Ureilite
6800.0,8.824677891164198,1955,33.68333,-93.6,Found,"Iron, IAB-MG"
3.93,1.3686394258811698,1990,-72.95556,160.44775,Found,H5
21000.0,9.95227771670556,1962,52.5,77.0,Found,CV3
9.9,2.2925347571405443,1984,-76.67395,159.32548,Found,H5
110.3,4.703203926259457,1999,-84.0,168.0,Found,H6
7.72,2.0438143640366846,1977,-76.71667,159.66667,Found,H5
0.7,-0.35667494393873245,1999,-84.0,168.0,Found,LL5
52600.0,10.870471398725801,1909,30.7,-105.5,Found,"Pallasite, PMG"
4.47,1.4973884086254774,2003,-72.773889,75.339444,Found,L5
5.42,1.6900958154515549,1998,0.0,0.0,Found,H6
0.76,-0.2744368457017603,1975,-71.5,35.66667,Found,LL6
27.4,3.3105430133940246,2009,0.0,0.0,Found,LL6
2.8,1.0296194171811581,1991,-84.55657,-61.99592,Found,H5
29.64,3.389124800427886,2006,-72.94083,75.29583,Found,L5
108.0,4.68213122712422,1999,27.0,16.38333,Found,L4
32.9,3.493472657771326,2000,-79.68333,155.75,Found,LL6
213.9,5.36550861608836,1984,-76.89987,156.97472,Found,L6
1.82,0.598836501088704,2011,19.66005,55.70383,Found,H5
15.5,2.740840023925201,2009,0.0,0.0,Found,L6
6.3,1.840549633397487,1994,-76.71667,159.66667,Found,H6
2000.0,7.600902459542082,1971,38.69667,-99.70833,Found,L6
176.7,5.174453379325651,1998,0.0,0.0,Found,L6
10.12,2.3145136638593193,1979,-71.5,35.66667,Found,LL5/6
5.87,1.7698546338400052,1998,0.0,0.0,Found,LL-melt breccia
37.9,3.634951112088381,1990,-76.28111,156.41951,Found,L6
21.0,3.044522437723423,1993,-84.57949,162.61502,Found,H5
3.24,1.1755733298042381,1979,-71.5,35.66667,Found,E3
14.57,2.6789646202071133,1979,-71.5,35.66667,Found,H5
11.5,2.4423470353692043,2007,0.0,0.0,Found,L6
16.49,2.8027541365715076,2003,-72.93556,75.29833,Found,H5
141.8,4.954417614098027,1990,-76.27041,156.43293,Found,L6
0.69,-0.37106368139083207,2003,-72.77361,75.33722,Found,L6
375.1,5.927192657087842,2009,19.42197,56.69908,Found,H5
274.1,5.61349300330874,1990,-76.72511,159.19525,Found,LL6
123.64,4.817374117263916,2010,21.11333,55.54098,Found,L6
400.0,5.991464547107982,1932,63.73333,14.85,Found,"Iron, IAB-sLH"
7.2,1.9740810260220096,1984,-76.69405,159.38838,Found,H6
82.59,4.413888607822626,1988,-72.0,26.0,Found,H5
26.1,3.261935314328648,1990,-76.28281,156.50549,Found,L6
53.52,3.9800554158199732,1987,-72.0,26.0,Found,H4
12.9,2.5572273113676265,1998,-86.71667,-141.5,Found,H6
7.8,2.0541237336955462,2006,21.1683,58.39145,Found,L4
32.7,3.487375077903208,2007,0.0,0.0,Found,L6
7.3,1.9878743481543455,2000,-79.68333,159.75,Found,LL4
143.0,4.962844630259907,2011,19.04562,54.58178,Found,L6
101.18,4.61690110886379,2001,21.18697,57.20867,Found,H4/5
445.1,6.098298976021809,2006,0.0,0.0,Found,LL6
105.2,4.65586330030361,1988,-84.26684,161.3574,Found,H5
13.5,2.6026896854443837,1988,-84.23477,161.43281,Found,L6
19400.0,9.87302834505142,1937,41.41667,-99.1,Found,LL6
24000.0,10.085809109330082,1884,44.91667,-92.43333,Found,"Iron, ungrouped"
9200.0,9.126958763037132,1967,39.76667,-102.13333,Found,L5
1.13,0.12221763272424911,1979,-71.5,35.66667,Found,H6
744.3,6.612444179365865,1977,-76.71667,159.66667,Found,L3.5
23.53,3.158276202739271,1988,-72.0,26.0,Found,H4
7.94,2.0719132752590443,1986,-71.5,35.66667,Found,H4
197.71,5.286801310586789,2006,-72.91611,75.10028,Found,H3
5443.51,8.602179352372914,1987,-72.0,26.0,Found,L4
14.5,2.6741486494265287,2008,0.0,0.0,Found,H5
27.18,3.3024814087229974,2000,-79.68333,155.75,Found,L5
8.1,2.0918640616783932,1988,-84.23641,161.45106,Found,H4
256.0,5.545177444479562,2000,18.525,54.11667,Found,H5
2.9,1.0647107369924282,1994,-84.0,168.0,Found,L6
9500000.0,16.06680235657077,1958,25.1,107.7,Found,"Iron, IAB-MG"
28.3,3.342861804649192,1999,-84.0,168.0,Found,LL5
1.5,0.4054651081081644,1986,-71.5,35.66667,Found,L6
12.0,2.4849066497880004,2010,-24.85,-70.53333,Found,L6
17.4,2.856470206220483,2007,18.25435,53.99495,Found,L~6
5.01,1.6114359150967734,1979,-72.58333,31.25,Found,L6
5.39,1.6845453849209058,1998,0.0,0.0,Found,H5
2.1,0.7419373447293773,1994,-84.0,168.0,Found,H6
165.0,5.10594547390058,1991,27.54222,3.88444,Found,L5
19.1,2.9496883350525844,2003,-72.95414,160.44164,Found,H6
10.0,2.302585092994046,1990,-76.28897,156.46496,Found,L6
23410.0,10.060918560484957,1948,43.0,-107.16667,Found,L4
458.5,6.127960291696519,1990,-84.59612,162.30508,Found,L5
2.25,0.8109302162163288,2004,-72.99486,160.39028,Found,H3
15400.0,9.642122788401721,1920,36.38333,-79.86667,Found,"Iron, IIAB"
124.3,4.822697998516666,1993,-84.0,168.0,Found,H5
12000.0,9.392661928770137,2008,0.0,0.0,Found,"Iron, IAB-MG"
58.72,4.07278038430626,1988,-72.0,26.0,Found,H5
28.9,3.3638415951183864,1997,-84.26667,161.5,Found,H6
224.1,5.4120923808068815,2003,0.0,0.0,Found,L5
25.3,3.2308043957334744,1994,-84.0,168.0,Found,L6
376.0,5.929589143389895,1991,-85.68025,-68.66945,Found,H5
444.2,6.096274911460327,1994,-84.0,168.0,Found,L6
1.58,0.4574248470388755,1988,-72.0,26.0,Found,CO3
747.0,6.616065185132817,1995,28.6765,13.42767,Found,H5
15.3,2.72785282839839,2009,0.0,0.0,Found,EL6
39.86,3.685373314784649,2003,-72.7825,75.30056,Found,L6
14.3,2.6602595372658615,2001,-72.95194,160.50806,Found,H6
21.3,3.0587070727153796,1990,-76.28298,156.47846,Found,L6
1.3,0.26236426446749106,2007,0.0,0.0,Found,H6
4.89,1.5871923034867805,1990,-72.95341,160.51411,Found,H6
112.9,4.726502471155617,1999,-76.18333,157.16667,Found,H5
62.6,4.136765278106052,2001,-79.68333,159.75,Found,LL5
2.8,1.0296194171811581,1997,-84.0,168.0,Found,LL5
0.71,-0.342490308946776,1979,-71.5,35.66667,Found,E3
4.7,1.547562508716013,2009,0.0,0.0,Found,H6
146.0,4.983606621708336,1998,0.0,0.0,Found,L6
47.2,3.8543938925915096,2010,0.0,0.0,Found,H5
3.5,1.252762968495368,2011,-72.96663,160.52762,Found,H6
134.5,4.901564199041894,2010,0.0,0.0,Found,Eucrite-pmict
3536.0,8.170751423757535,2000,18.25167,54.19833,Found,L5
49.78,3.907613296939446,2003,-72.77361,75.32278,Found,L6
7.3,1.9878743481543455,2009,0.0,0.0,Found,LL6
70.5,4.255612709818223,1984,-76.90232,156.83867,Found,H5
17.8,2.8791984572980396,2009,0.0,0.0,Found,L6
603.7,6.403077385802381,2003,-72.773056,75.338056,Found,L6
166.55,5.1152955646396885,1988,-72.0,26.0,Found,Eucrite-mmict
26.1,3.261935314328648,2000,-79.68333,159.75,Found,L5
641.4,6.463653287259055,1995,-85.66667,175.0,Found,H5
25.0,3.2188758248682006,2008,0.0,0.0,Found,LL6
2.43,0.8878912573524571,2006,-72.998611,75.236111,Found,L6
2243.0,7.715569534520208,1979,-71.5,35.66667,Found,L4
6.09,1.8066480817218056,1986,-71.5,35.66667,Found,H4
104.2,4.646312129319266,1990,-76.28286,156.50181,Found,H6
223.6,5.409858741280944,1991,-85.68159,-68.77815,Found,Eucrite-br
17.0,2.833213344056216,2000,-79.68333,159.75,Found,CO3
43.0,3.7612001156935624,2008,19.98056,56.41206,Found,H4/5
75000.0,11.225243392518447,1982,41.81667,-103.36667,Found,L5
7.75,2.0476928433652555,1998,0.0,0.0,Found,H5
1.1,0.09531017980432493,1997,-84.0,168.0,Found,LL5
1136.3,7.035532648923963,1984,-76.75137,158.84018,Found,H5
5.72,1.7439688053917064,1986,-71.5,35.66667,Found,H4
1059.7,6.96574112818079,2003,19.27943,55.76672,Found,H~6
358.0,5.8805329864007,2008,0.0,0.0,Found,"Iron, ungrouped"
3.4,1.2237754316221157,1991,-85.69088,-68.52405,Found,L6
24.09,3.18179681662678,1988,-72.0,26.0,Found,H4
126.0,4.836281906951478,2005,33.40333,10.45833,Found,L4
23.1,3.139832617527748,1997,-84.0,168.0,Found,LL5
7800.0,8.961879012677683,1937,43.8,-96.16667,Found,L4
1031.0,6.93828448401696,2003,24.58025,-0.51863,Found,H6
28.35,3.3446270301737613,1986,-71.5,35.66667,Found,C
118.3,4.773223770984341,2002,-86.36667,-70.0,Found,LL5
37.5,3.624340932976365,1979,-71.5,35.66667,Found,H6
387.82,5.960541314454472,1988,-72.0,26.0,Found,H4
135.18,4.906607223672208,1979,-71.5,35.66667,Found,H6
15.9,2.766319109226186,1990,-76.27043,156.44332,Found,L6
23.83,3.170945291110651,2000,-79.68333,155.75,Found,H6
145.4,4.979488565099419,1984,-76.72618,158.71187,Found,H5
164.0,5.099866427824199,1999,27.0655,16.07983,Found,CO3
78.87,4.3678009274099,1979,-71.5,35.66667,Found,H5
42.24,3.743367639398006,1974,-71.5,35.66667,Found,H5
149.98,5.010501951873243,2010,20.33115,56.1962,Found,L5
1.9,0.6418538861723947,2009,0.0,0.0,Found,CO3
14.55,2.6775909936175015,2006,-72.77833,75.33028,Found,L6
11.2,2.4159137783010487,1991,-85.68767,-69.02217,Found,H5
13.12,2.574137783515943,1974,-71.5,35.66667,Found,H4
586.0,6.373319789577012,1979,-71.5,35.66667,Found,H3.7
1828.0,7.510977752014095,1994,29.2125,12.52183,Found,L6
29.9,3.3978584803966405,1990,-76.28151,156.45995,Found,L6
1.54,0.43178241642553783,2003,-72.778889,75.311111,Found,L6
92.7,4.529368472571809,2006,0.0,0.0,Found,L5
99.1,4.596129441335942,1997,-84.0,168.0,Found,H6
0.87,-0.13926206733350766,1986,-71.5,35.66667,Found,H4
212.85,5.360587692274161,1988,-72.0,26.0,Found,L6
133.8,4.896346147694128,2007,0.0,0.0,Found,H5
43.2,3.765840495250065,1993,-84.57659,162.0846,Found,L5
260.0,5.560681631015528,2010,20.0992,56.59838,Found,L4
18.6,2.9231615807191558,2003,-72.98389,75.24639,Found,L5
0.14,-1.9661128563728327,1975,-71.5,35.66667,Found,L6
510000.0,13.142166004700508,1864,27.71667,-0.25,Found,"Iron, IIIAB"
0.83,-0.18632957819149348,2006,-72.785,75.28333,Found,H5
238.0,5.472270673671475,2000,18.14,54.07,Found,L6
1.76,0.5653138090500605,2006,-72.78694,75.27278,Found,H5
332.4,5.806339062981293,2002,-86.36667,-70.0,Found,LL5
2106.0,7.652545692693921,2000,27.02583,16.36583,Found,Ureilite-pmict
142.0,4.955827057601261,2000,27.05383,16.4475,Found,H6
19.3,2.9601050959108397,2009,0.0,0.0,Found,L5
10.49,2.3504224224082058,1977,-76.71667,159.66667,Found,H4
11.8,2.468099531471619,1983,-76.29722,157.30528,Found,H5
1.33,0.28517894223366247,1979,-71.5,35.66667,Found,L4
24.6,3.202746442938317,1990,-76.26948,156.48461,Found,L6
41.7,3.730501128804756,2001,-79.68333,159.75,Found,LL5
22.8,3.126760535960395,1988,-72.0,26.0,Found,H5
833.0,6.725033642166843,2001,18.74498,54.198,Found,L5
23.45,3.1548704948922883,1982,-71.5,35.66667,Found,H5
11.31,2.425687290128029,1974,0.0,35.66667,Found,H6
15.3,2.72785282839839,1996,-76.18333,157.16667,Found,L6
62.71,4.138520924554929,2005,19.98272,56.40682,Found,H4
2.47,0.9042181506398859,2003,-72.890833,75.911111,Found,L5
2.68,0.9858167945227654,1982,-71.5,35.66667,Found,L6
31.6,3.4531571205928664,1981,-76.66816,159.29476,Found,H5
394.0,5.976350909297934,1990,27.58333,4.05,Found,L/LL6
0.45,-0.7985076962177716,2003,-72.98361,75.24583,Found,H5
2.21,0.7929925155296614,1979,-71.5,35.66667,Found,H5
777.7,6.656340845700898,1979,-71.5,35.66667,Found,LL
37.5,3.624340932976365,1994,-84.0,168.0,Found,L5
15.8,2.760009940032921,2001,-79.68333,159.75,Found,H6
179.1,5.187944309066666,1997,-84.0,168.0,Found,L6
1.8,0.5877866649021191,2001,-72.98944,160.40444,Found,H6
8.4,2.128231705849268,1978,-76.71667,159.66667,Found,H6
5.17,1.6428726885203377,1979,-71.5,35.66667,Found,LL6
10555.0,9.264354960282422,1977,-76.71667,159.66667,Found,"Iron, IAB-MG"
5.88,1.7715567619105355,1998,0.0,0.0,Found,H4
406.1,6.006599434692252,2003,-72.77833,75.33028,Found,L5
3.02,1.1052568313867783,2002,-84.21667,160.5,Found,H6
2.45,0.8960880245566357,1986,-71.5,35.66667,Found,H4
4.2,1.4350845252893227,1999,-84.0,168.0,Found,LL5
51.9,3.949318790171843,2000,27.54083,16.15783,Found,L6
236.2,5.464678903763262,1995,-86.45,-165.43333,Found,L6
7.3,1.9878743481543455,1988,-84.2859,161.3486,Found,H5
18.8,2.9338568698359038,2008,0.0,0.0,Found,H5
9.55,2.256541154492639,1986,-71.5,35.66667,Found,H4
78.0,4.356708826689592,2004,19.17017,54.56867,Found,H5
116.1,4.754451888703846,1974,0.0,35.66667,Found,H4
189.8,5.245970886175828,1998,0.0,0.0,Found,H6
0.28,-1.2729656758128873,1974,-71.5,35.66667,Found,H6
26.96,3.2943542860441064,1998,0.0,0.0,Found,L4
2700.0,7.90100705199242,1965,31.59333,-98.25,Found,OC
500.0,6.214608098422191,1960,19.83333,54.08333,Found,"Iron, IIIAB"
17.0,2.833213344056216,2001,-79.68333,159.75,Found,H6
5.9,1.7749523509116738,1999,-84.0,168.0,Found,LL5
11.2,2.4159137783010487,1993,-84.0,168.0,Found,H6
4680.0,8.451053388911692,2006,-72.935556,75.313056,Found,H5
49.42,3.900355200560464,1974,-71.5,35.66667,Found,Diogenite
34.2,3.5322256440685598,2006,0.0,0.0,Found,H6
6.85,1.9242486522741338,1979,-71.5,35.66667,Found,E4
17.2,2.8449093838194073,1987,-76.26971,156.47439,Found,L6
7.58,2.0255131996542803,1986,-71.5,35.66667,Found,H4
352.1,5.863915226161007,1979,-71.5,35.66667,Found,L4
16.65,2.8124102164264526,1998,0.0,0.0,Found,L6
2.4,0.8754687373538999,2011,-72.95293,160.45298,Found,H5
33.0,3.4965075614664802,1999,19.1275,54.83567,Found,H5
10.5,2.3513752571634776,1994,-84.0,168.0,Found,LL6
3.33,1.2029723039923526,2006,-72.77833,75.31861,Found,L6
6.4,1.8562979903656263,1986,-84.25579,161.41538,Found,H6
8.5,2.1400661634962708,2008,35.28638,-117.48305,Found,H4
0.6,-0.5108256237659907,2009,0.0,0.0,Found,H6
247.75,5.5124201732100975,1979,-71.5,35.66667,Found,H4
15.29,2.727199019940971,1998,0.0,0.0,Found,H6
53.8,3.9852734671677386,1990,-76.26611,156.43589,Found,L6
360.0,5.886104031450156,2008,0.0,0.0,Found,L4
3.97,1.3787660946990992,1974,0.0,35.66667,Found,H6
1.54,0.43178241642553783,2003,-72.97917,75.26167,Found,Mesosiderite
1.5,0.4054651081081644,1986,-71.5,35.66667,Found,H4
83.21,4.421367532912338,1998,0.0,0.0,Found,H6
23.65,3.1633631149379418,1998,0.0,0.0,Found,H4
21.7,3.077312260546414,1985,-84.26203,161.34716,Found,H6
2.0,0.6931471805599453,2007,0.0,0.0,Found,CO3
172.6,5.150976778649327,2008,0.0,0.0,Found,LL5
43.4,3.770459441106359,1990,-76.27509,156.42969,Found,L6
114.5,4.740574822994295,1985,-84.26719,161.36527,Found,Eucrite-pmict
17.9,2.884800712846709,1985,-76.84689,156.32119,Found,H5
160.09,5.075736157090003,2001,18.64482,54.00393,Found,H5
213.2,5.362230692291689,2002,-86.36667,-70.0,Found,LL5
187.79,5.2353243172201145,1998,0.0,0.0,Found,L6
108500.0,11.594505451962652,1814,49.0,21.0,Found,"Iron, IIIAB"
41.3,3.720862499966987,2003,-72.70225,160.33747,Found,H6
157.4,5.058790335983303,1990,-84.59412,162.30082,Found,L5
1276.0,7.151485463904735,1978,-76.26667,159.25,Found,L6
22.9,3.131136910560194,1986,-84.25846,161.34923,Found,H6
26.26,3.26804686887465,1987,-72.0,26.0,Found,LL4
45.0,3.8066624897703196,2010,0.0,0.0,Found,LL3.8
6.38,1.8531680973566984,1998,0.0,0.0,Found,L6
199.0,5.293304824724492,1998,-87.03333,-148.0,Found,L6
5.5,1.7047480922384253,1997,-84.0,168.0,Found,LL5
1.7,0.5306282510621704,1993,-84.0,168.0,Found,L6
41.3,3.720862499966987,2003,0.0,0.0,Found,L5
11.7,2.4595888418037104,1996,-76.18333,157.16667,Found,H5
0.4,-0.916290731874155,1974,-71.5,35.66667,Found,H
4.4,1.4816045409242156,1999,-84.0,168.0,Found,LL5
1.31,0.2700271372130602,2003,-72.77833,75.3025,Found,L5
222.8,5.406274508053129,1979,-71.5,35.66667,Found,L6
6.64,1.8931119634883424,2002,-85.63333,-68.7,Found,L6
303.4,5.715052066914432,2007,0.0,0.0,Found,L6
7.0,1.9459101490553132,1988,-84.26905,161.42376,Found,H6
159.59,5.072608026411095,2005,19.81463,56.44852,Found,L5
0.78,-0.2484613592984996,1979,-71.5,35.66667,Found,E3
100.55,4.610655116218661,1988,-72.0,26.0,Found,H5
72.0,4.276666119016055,1998,27.30417,16.32217,Found,H5
107000.0,11.580584113444043,1967,28.11667,0.53333,Found,L6
119.0,4.77912349311153,2011,0.0,0.0,Found,LL6
6.74,1.9080599249242156,1988,-76.71667,159.33333,Found,H5
4.24,1.4445632692438664,1979,-71.5,35.66667,Found,H4
4.04,1.3962446919730587,1979,-71.5,35.66667,Found,H4
9.7,2.272125885509337,1987,-84.34528,161.37865,Found,L6
40.07,3.6906279246480533,1979,-71.5,35.66667,Found,L6
71.3,4.26689632742025,1992,-76.04583,156.19073,Found,L6
181.3,5.200153117760806,1977,-76.71667,159.66667,Found,CO3.0
121.26,4.797937000643585,2000,-79.68333,155.75,Found,L6
292.0,5.676753802268282,1991,27.57806,4.36917,Found,H5
134.0,4.897839799950911,1997,27.15217,16.05683,Found,H6
810.4,6.697527952934474,2007,0.0,0.0,Found,H4
160.1,5.075798620002669,2010,26.01043,-10.33618,Found,L3
6.5,1.8718021769015913,1983,-76.69944,159.39056,Found,H5
175.6,5.168208681201016,1988,-84.21667,160.5,Found,H6
2.0,0.6931471805599453,2007,0.0,0.0,Found,H5
34200.0,10.439980923050696,2005,34.7345,-114.21717,Found,L6
27.85,3.326832966373293,1979,-71.5,35.66667,Found,L4
56.09,4.026957543520246,1979,-71.5,35.66667,Found,LL6
12.6,2.533696813957432,1988,-84.27698,161.353,Found,L5
3.4,1.2237754316221157,1993,-84.57606,162.5666,Found,H5
36.8,3.6054978451748854,2000,-79.68333,159.75,Found,H6
565.0,6.336825731146441,2011,-24.68333,-69.76667,Found,L6
7.18,1.9712993830601329,1979,-71.5,35.66667,Found,LL
4.3,1.4586150226995167,1978,-76.71667,159.66667,Found,H5
1.3,0.26236426446749106,1997,-84.0,168.0,Found,LL5
89.0,4.48863636973214,1999,19.16633,54.74333,Found,L6
74.2,4.3067641501733345,2011,0.0,0.0,Found,Howardite
0.5,-0.6931471805599453,1990,-76.26952,156.4466,Found,L6
7.2,1.9740810260220096,1988,-84.2872,161.38448,Found,L6
98.9,4.594109238628667,1997,-84.0,168.0,Found,H6
24.4,3.1945831322991562,1993,-84.0,168.0,Found,L5
3.3,1.1939224684724346,1999,-84.0,168.0,Found,LL5
10.3,2.33214389523559,1981,-76.68583,159.33889,Found,H5
36.0,3.58351893845611,1994,-84.0,168.0,Found,L6
4.41,1.4838746894587547,1979,-71.5,35.66667,Found,H5
90.38,4.504023003983134,1998,0.0,0.0,Found,H5
28.88,3.3631493140246254,1998,0.0,0.0,Found,H4
552.0,6.313548046277095,2000,19.1275,54.77533,Found,L6
2.0,0.6931471805599453,2009,0.0,0.0,Found,H6
199.0,5.293304824724492,1995,27.08683,16.17483,Found,H5
37.0,3.6109179126442243,1987,-84.27247,161.71806,Found,H5
592.6,6.384519635139465,2002,-86.36667,-70.0,Found,LL5
11.14,2.410542234499138,1982,-71.5,35.66667,Found,L5
130.0,4.867534450455582,1999,27.16667,-9.5,Found,H4
8.88,2.1838015570040787,1986,-71.5,35.66667,Found,H4
942.1,6.848111426054622,2005,19.93065,56.08387,Found,H4
13.8,2.624668592163159,2009,0.0,0.0,Found,L5
8.3,2.1162555148025524,1991,-72.95488,160.47328,Found,H4/5
5.95,1.7833912195575383,1986,-71.5,35.66667,Found,H4
246.0,5.5053315359323625,2000,18.65233,54.73462,Found,H5
7.79,2.052840859882657,1983,-71.5,35.66667,Found,H4
213.51,5.36368366997929,1988,-72.0,26.0,Found,L4
145.5,4.980176086611547,2006,0.0,0.0,Found,H5
75.6,4.3254562831854875,2006,-72.977222,75.258611,Found,L5
41.6,3.728100167267218,2010,0.0,0.0,Found,H6
58.0,4.060443010546419,2011,0.0,0.0,Found,LL4
292.0,5.676753802268282,1986,29.26806,11.70528,Found,L6
23.0,3.1354942159291497,2000,-79.68333,159.75,Found,LL5
104.0,4.6443908991413725,1991,-30.1755,130.089,Found,L6
93.6,4.539030383483547,2011,19.06683,55.55342,Found,L6
0.1,-2.3025850929940455,1987,-84.34532,161.47809,Found,Aubrite
330.6,5.8009091853869235,1978,-76.71667,159.66667,Found,H4
104.5,4.6491870714048655,2003,19.34395,55.74462,Found,L~5
8.3,2.1162555148025524,1986,-84.25107,161.35765,Found,LL6
8.01,2.080690761080268,1979,-71.5,35.66667,Found,H6
71.6,4.2710950739666,2009,0.0,0.0,Found,L5
113.1,4.728272383122075,2008,0.0,0.0,Found,LL6
19.49,2.9699015135194693,1979,-71.5,35.66667,Found,H3.7
13.0,2.5649493574615367,1979,-71.5,35.66667,Found,H6
14.8,2.6946271807700692,1998,-86.71667,-141.5,Found,L6
4000.0,8.294049640102028,1988,-80.06667,156.38333,Found,"Iron, IIAB"
26.99,3.2954664270299134,1979,-71.5,35.66667,Found,LL
170.69,5.139849045776241,1979,-71.5,35.66667,Found,CO3
58.1,4.062165663857866,1997,-84.0,168.0,Found,LL5
3.5,1.252762968495368,1986,-84.25504,161.41864,Found,L4
13.9,2.631888840136646,1985,-76.71667,159.66667,Found,R3.6
4.0,1.3862943611198906,2010,0.0,0.0,Found,H6
5.11,1.631199404215613,2006,-72.78278,75.3244,Found,H5
152.8,5.02912987673242,1980,-76.76111,159.34417,Found,H5
15.8,2.760009940032921,1987,-84.25369,161.40946,Found,H6
370.0,5.91350300563827,2007,-85.167167,-94.67517,Found,L5
886.3,6.787055493744353,2005,19.96765,56.47965,Found,L6
20000.0,9.903487552536127,1834,31.55,-87.51667,Found,"Iron, IAB-ung"
5.89,1.7732559976634952,1998,0.0,0.0,Found,L4
1998.0,7.599901959208498,1995,28.475,12.9465,Found,Ureilite
43.14,3.76445064096101,2005,20.58513,56.14733,Found,H4
12.4,2.517696472610991,2000,-79.68333,159.75,Found,L5
318.6,5.763936397475948,2011,19.65395,54.2377,Found,H5
34.12,3.5298837226234783,1988,-72.0,26.0,Found,H4
