mass,log_mass,year,reclat,reclong,fall,recclass
78.0,4.356708826689592,1997,26.96017,16.34033,Found,LL6
27.88,3.327909585892323,1979,-71.5,35.66667,Found,L4
18.0,2.8903717578961645,2010,-24.25,-70.51667,Found,H6
428.0,6.059123195581797,2010,-25.23333,-69.71667,Found,H4
4333.0,8.374015421739909,2001,-19.65,-69.95,Found,"Iron, IIIAB"
264.3,5.577084821610244,2009,0.0,0.0,Found,LL5
62.0,4.127134385045092,2004,0.0,0.0,Found,H6
10.81,2.3804716316511167,1993,-72.9525,160.50528,Found,H5
114.0,4.736198448394496,1988,39.53833,59.55833,Found,H4
1.27,0.23901690047049992,2006,-72.77611,75.32694,Found,L5
2.5,0.9162907318741551,2009,0.0,0.0,Found,Achondrite-ung
9.7,2.272125885509337,1990,-76.2824,156.51672,Found,L3.05
1.8,0.5877866649021191,1993,-84.0,168.0,Found,L3.5
39.5,3.676300671907076,1995,-86.56667,-165.11667,Found,R3
4.06,1.4011829736136412,1998,0.0,0.0,Found,H5
18.3,2.9069010598473755,2009,30.96759,10.04677,Found,L6
1.84,0.6097655716208943,1979,-71.5,35.66667,Found,H4
5.63,1.728109442151599,1979,-71.5,35.66667,Found,H
2.9,1.0647107369924282,1982,-71.5,35.66667,Found,L6
1868.0,7.532623618788788,2000,20.99667,57.29117,Found,H6
547.0,6.304448802421981,2001,0.0,0.0,Found,L6
0.79,-0.23572233352106983,1974,-71.5,35.66667,Found,H5
735.9,6.601094239932554,1984,-76.77066,158.8921,Found,CV3
8.7,2.163323025660538,2000,-79.68333,155.75,Found,"Iron, IIIAB"
448.0,6.104793232414985,2001,18.90333,54.57833,Found,H6
257.8,5.552184090505087,2001,18.73882,54.19487,Found,L6
14.1,2.6461747973841225,2003,-72.77833,75.32083,Found,L6
10.65,2.365559892155434,1986,-71.5,35.66667,Found,H4
89.7,4.49647076906475,1979,-76.70167,159.36889,Found,H5
21.0,3.044522437723423,1993,-84.0,168.0,Found,H5
12.1,2.4932054526026954,1985,-84.27583,161.41269,Found,L6
13.5,2.6026896854443837,1997,-84.0,168.0,Found,LL5
1.36,0.3074846997479607,1979,-71.5,35.66667,Found,E3
1519.0,7.325807502595773,2012,0.0,0.0,Found,LL6
24.4,3.1945831322991562,2011,-24.85,-70.53333,Found,H5
30.8,3.427514689979529,1994,-84.0,168.0,Found,H6
43.7,3.7773481021015445,1987,-76.28297,156.45865,Found,L6
32.38,3.477540948249489,1988,-72.0,26.0,Found,H3.8
380.7,5.942011663388452,2009,0.0,0.0,Found,LL5
4.7,1.547562508716013,1999,-84.0,168.0,Found,LL5
0.65,-0.4307829160924542,1979,-71.5,35.66667,Found,E3
1372.0,7.22402480828583,2000,18.63768,54.73132,Found,H6
10.0,2.302585092994046,1978,-76.71667,159.66667,Found,L4
3.7,1.308332819650179,1988,-84.27481,161.40899,Found,H5
2.98,1.091923300517313,2006,-73.093611,75.190556,Found,L6
11.43,2.4362414778067194,1983,-71.5,35.66667,Found,L3.7
182.42,5.206311720752012,2010,20.50627,55.82513,Found,LL6
2000.0,7.600902459542082,1965,-23.93333,-68.28333,Found,"Iron, IAB?"
113.7,4.73356340075649,1983,39.91667,-101.2,Found,L4
545.6,6.301886106529253,1983,49.78333,35.6,Found,LL6
4.3,1.4586150226995167,1980,-76.21321,158.44041,Found,Mesosiderite-an
0.9,-0.10536051565782628,2001,-72.98972,160.40444,Found,H4/5
13.93,2.6340447877917144,1998,0.0,0.0,Found,H5
8.06,2.086913556518537,1998,0.0,0.0,Found,H5
298.27,5.697999116567134,2002,18.55673,54.00083,Found,L4
19.3,2.9601050959108397,1999,-76.18333,157.16667,Found,H5
17.5,2.8622008809294686,1999,-84.0,168.0,Found,LL5
10000.0,9.210340371976184,1903,21.43333,-102.56667,Found,Iron
197.59,5.286194176745726,1998,0.0,0.0,Found,L6
1166.03,7.061360095567446,1988,-72.0,26.0,Found,H6
39.68,3.6808472824166723,1979,-71.5,35.66667,Found,LL6
136.7,4.917788743729904,1998,-86.71667,-141.5,Found,H3.8
421000.0,12.950388112664518,1825,17.53333,-97.35,Found,"Iron, IVA"
308.0,5.730099782973574,2005,0.0,0.0,Found,L4
5.8,1.7578579175523736,1977,-76.71667,159.66667,Found,H5
39.45,3.6750340472918834,1979,-71.5,35.66667,Found,H4
148.0,4.997212273764115,2000,18.22667,54.11167,Found,Lunar (anorth)
1754.7,7.470053181117089,1985,-85.66667,175.0,Found,L6
65.0,4.174387269895637,2007,0.0,0.0,Found,L3
1.02,0.01980262729617973,2003,-72.779167,75.3,Found,L6
28.91,3.364187556028255,1979,-71.5,35.66667,Found,L4
2.4,0.8754687373538999,1988,-84.24203,161.45386,Found,L6
14.8,2.6946271807700692,1990,-76.28458,156.5046,Found,L6
54.3,3.9945242269398897,2010,0.0,0.0,Found,Ureilite
10.3,2.33214389523559,1987,-84.25415,161.38611,Found,L6
392.1,5.971516909298286,2009,0.0,0.0,Found,LL6
0.53,-0.6348782724359695,1975,-71.5,35.66667,Found,L6
2.28,0.8241754429663494,2003,-72.97694,75.25694,Found,L6
378.0,5.934894195619588,1996,27.1245,15.99167,Found,CO3
323.5,5.7791991139409555,2009,18.86795,55.45073,Found,H5
18.8,2.9338568698359038,1988,-84.28622,161.37579,Found,H5
414.0,6.025865973825314,1996,27.03056,26.67444,Found,H5
19.7,2.9806186357439426,2008,19.53428,55.17403,Found,H6
1050.0,6.956545443151569,1998,27.47883,16.30367,Found,L6
103.6,4.640537329825382,1990,-76.28222,156.5107,Found,H5
75.3,4.321480134805848,1987,-84.35064,161.38614,Found,H5
2.35,0.8544153281560676,1999,-84.0,168.0,Found,L6
114.0,4.736198448394496,1999,27.28333,16.1,Found,L6
3550.0,8.174702882469461,1996,27.13083,16.13233,Found,H6
12.1,2.4932054526026954,1986,-84.25661,161.36341,Found,L6
3.8,1.33500106673234,2004,0.0,0.0,Found,Mesosiderite
2.1,0.7419373447293773,1979,-71.5,35.66667,Found,LL6
10.1,2.312535423847214,1988,-84.25319,161.41933,Found,L6
1.3,0.26236426446749106,1999,-84.0,168.0,Found,LL5
123.43,4.815674193755838,1988,-72.0,26.0,Found,H4
8.3,2.1162555148025524,1996,-76.18333,157.16667,Found,L6
640.0,6.461468176353717,1996,27.141,16.16783,Found,L6
18.56,2.9210087273580543,2006,-72.77917,75.31333,Found,L6
361.0,5.8888779583328805,2001,19.11212,54.82022,Found,H5
95.07,4.554613462370939,1979,-71.5,35.66667,Found,H4/5
305.97,5.723487057930536,1988,-72.0,26.0,Found,L4
14.5,2.6741486494265287,1988,-84.27756,161.40201,Found,L7
0.5,-0.6931471805599453,1991,-85.66427,-68.12523,Found,H6
69.0,4.23410650459726,2000,26.98683,16.44017,Found,L6
55400.0,10.922334872735375,1946,36.82444,-93.76111,Found,"Iron, IAB-MG"
35.3,3.563882963939251,1988,-84.21667,160.5,Found,Lodranite
6.6,1.8870696490323797,2008,0.0,0.0,Found,Ureilite
85.9,4.45318382899021,2010,-72.77886,75.31447,Found,L5
548.94,6.307989145919499,1979,-71.5,35.66667,Found,H3.7
119.36,4.782144136455451,1979,-71.5,35.66667,Found,L3.6
1.2,0.1823215567939546,2007,0.0,0.0,Found,L4
40.1,3.6913763343125234,1988,-72.0,26.0,Found,H4
15.32,2.729159164312445,2003,20.56278,55.88898,Found,H3/4
10.6,2.3608540011180215,1988,-84.25102,161.37055,Found,L6
860.0,6.756932389247553,1965,34.93333,-102.01667,Found,Winonaite
0.1,-2.3025850929940455,2009,-71.90355,160.48982,Found,H5
15.5,2.740840023925201,1998,-86.71667,-141.5,Found,H6
34.5,3.5409593240373143,1980,-76.74111,159.29667,Found,H6
1.0,0.0,1979,-71.5,35.66667,Found,LL5/6
48.8,3.8877303128591016,1997,-84.0,168.0,Found,LL5
87.0,4.465908118654584,2009,22.89528,55.17033,Found,L6
308.0,5.730099782973574,2000,19.00867,54.76962,Found,H6
3.48,1.247032293786383,2006,-72.96306,75.21528,Found,L4
30.2,3.407841924380824,1988,-84.27023,161.36818,Found,L6
12.6,2.533696813957432,2006,-72.78,75.31972,Found,L5
26.0,3.258096538021482,2000,-79.68333,159.75,Found,LL5
46.85,3.846951008684431,2006,-72.781944,75.301944,Found,L6
11.1,2.4069451083182885,1994,-84.0,168.0,Found,L6
24.3,3.190476350346503,1986,-84.27388,161.6935,Found,L6
221.43,5.400106512450071,1987,-72.0,26.0,Found,H5
21.8,3.0819099697950434,2008,0.0,0.0,Found,CO3
2.24,0.8064758658669485,2006,-72.780833,75.305278,Found,L6
25.8,3.250374491927572,1979,-71.5,35.66667,Found,H4
62.0,4.127134385045092,1997,27.21017,16.22083,Found,H6
3.36,1.2119409739751128,1986,-71.5,35.66667,Found,H4
1.54,0.43178241642553783,1986,-71.5,35.66667,Found,L6
182.0,5.204006687076795,2000,18.95067,54.752,Found,LL5
7.12,1.9629077254238845,1988,-76.71667,159.33333,Found,H6
4.3,1.4586150226995167,2009,0.0,0.0,Found,L6
5.3,1.667706820558076,1990,-76.28286,156.40906,Found,L6
274.0,5.6131281063880705,1997,28.206,15.6355,Found,H5
36.9,3.6082115510464816,1990,-76.27089,156.4956,Found,L6
335.2,5.814727368607928,2010,0.0,0.0,Found,L5
77.7,4.3528552573736015,2005,20.59888,56.14967,Found,L5
518.1,6.2501682738207425,2006,0.0,0.0,Found,L5
3835.3,8.252002937599684,1981,-76.69,159.26305,Found,L6
6.6,1.8870696490323797,1977,-76.71667,159.66667,Found,H5
264.6,5.5782192516808555,1991,-84.96612,-67.50071,Found,L5
1730.0,7.455876687491824,2000,18.8773,54.78035,Found,LL6
62.9,4.141546163706395,2007,0.0,0.0,Found,H6
13.8,2.624668592163159,1988,-76.72146,158.71186,Found,H5
1800.0,7.495541943884256,1889,36.55,-79.78333,Found,"Iron, IIIAB"
216.5,5.377590547442544,1999,19.3005,55.054,Found,H5
2.3,0.8329091229351039,1988,-84.21667,160.5,Found,LL5
6.42,1.8594181177018698,2002,-84.0,168.0,Found,H5
0.1,-2.3025850929940455,1983,-76.82234,158.21493,Found,CO3
271.0,5.602118820879701,2001,19.24968,54.65495,Found,H(L)3-an
2.03,0.7080357930536959,1986,-71.5,35.66667,Found,H4
1.97,0.6780335427498971,1999,-84.0,168.0,Found,LL5
29.59,3.3874364664121184,2006,-72.77944,75.31333,Found,L6
16.53,2.805176911832933,1979,-71.5,35.66667,Found,H4/5
48.0,3.871201010907891,2006,0.0,0.0,Found,L4
4.4,1.4816045409242156,1985,-84.2713,161.4155,Found,L6
1.4,0.3364722366212129,1991,-72.95488,160.47328,Found,H4
1371.0,7.223295679562314,1979,-71.5,35.66667,Found,L6
237.9,5.471850417308912,2006,0.0,0.0,Found,L5
56.0,4.02535169073515,2011,-24.85,-70.53333,Found,L6
6.9,1.9315214116032138,2007,18.25188,53.998,Found,H~5
1.7,0.5306282510621704,1997,-84.0,168.0,Found,LL5
61.02,4.1112016792885235,2010,20.34088,55.55118,Found,H5
14.64,2.6837575085331657,1979,-71.5,35.66667,Found,H4
1.1,0.09531017980432493,1999,-82.5,155.5,Found,H6
10.3,2.33214389523559,1988,-72.0,26.0,Found,H3
19.91,2.991222118076105,1988,-72.0,26.0,Found,H6
4.6,1.5260563034950492,1981,-76.67705,159.26697,Found,H5
7.6,2.028148247292285,1988,-84.28213,161.37688,Found,H5
190.86,5.251540174989108,1988,-72.0,26.0,Found,H3.9
12.3,2.509599262378372,2006,-72.95306,75.23278,Found,Mesosiderite
59.8,4.091005660956586,2008,0.0,0.0,Found,LL5
836.87,6.729668741819673,1988,-72.0,26.0,Found,H4
20.5,3.0204248861443626,1997,-84.0,168.0,Found,LL5
75.7,4.3267781604434035,2009,0.0,0.0,Found,H6
3.73,1.3164082336557241,1981,-71.5,35.66667,Found,H6
2.14,0.7608058290337602,2006,-72.99889,75.18722,Found,L5
13.1,2.5726122302071057,1974,0.0,35.66667,Found,H6
19.51,2.97092715463502,1997,35.92333,-114.10167,Found,L5
13.2,2.580216829592325,2010,0.0,0.0,Found,LL5
62.09,4.128584945376802,1988,-72.0,26.0,Found,H4
9400.0,9.148464968258095,1981,55.8,66.0,Found,OC
14.4,2.667228206581955,1990,-76.27082,156.41839,Found,L6
1115.45,7.017013189918659,1988,-72.0,26.0,Found,Mesosiderite
1012.0,6.919683849847411,2003,-72.78167,75.30278,Found,L5
1.4,0.3364722366212129,2007,0.0,0.0,Found,H6
4.96,1.601405740736836,2006,-72.78,75.27944,Found,L6 
17.58,2.866761892257031,1998,0.0,0.0,Found,H5
113.92,4.735496447663666,2002,-85.63333,-68.7,Found,LL6
319.0,5.765191102784844,2010,19.03582,54.50745,Found,L6
12175.0,9.40713994795079,2011,19.82562,55.684,Found,H5
37.6,3.6270040503958487,1984,-76.91616,156.82442,Found,L6
100000.0,11.512925464970229,2000,31.98457,-5.51528,Found,"Iron, IIAB"
98000.0,11.49272275765271,1724,50.5,12.5,Found,"Iron, IVA-an"
29.7,3.391147045808654,1986,-84.27398,161.68365,Found,H5
37.6,3.6270040503958487,1979,-76.69833,159.34056,Found,H4
582.0,6.366470447731438,1985,-84.27376,161.37696,Found,H6
3.4,1.2237754316221157,1999,-84.0,168.0,Found,LL5
1.0,0.0,1997,-72.95278,160.43917,Found,L5
10.4,2.341805806147327,1983,-76.69361,159.39167,Found,H5
9.96,2.298577071596507,1974,0.0,35.66667,Found,H6
1.4,0.3364722366212129,2010,0.0,0.0,Found,L6
10400.0,9.249561085129464,1937,37.55,-101.68333,Found,L6
17000.0,9.740968623038354,2006,40.266667,-94.683333,Found,"Pallasite, PMG-an"
14.0,2.6390573296152584,1997,-84.0,168.0,Found,L6
0.4,-0.916290731874155,2007,0.0,0.0,Found,L6
55.4,4.014579593753238,2008,0.0,0.0,Found,LL6
2.1,0.7419373447293773,1979,34.08333,-103.5,Found,H5
24.9,3.214867803470662,2008,0.0,0.0,Found,LL5
11.23,2.418588768750352,1987,-72.0,26.0,Found,L6
1.97,0.6780335427498971,1999,-84.0,168.0,Found,LL6
7.74,2.046401687601636,1979,-71.5,35.66667,Found,H6
0.4,-0.916290731874155,1987,-84.34665,161.32562,Found,E3-an
0.83,-0.18632957819149348,2006,-72.773056,75.339167,Found,L6
7.43,2.005525858729668,1998,0.0,0.0,Found,LL-melt breccia
94.35,4.547011271814559,1998,0.0,0.0,Found,L6
30.6,3.4210000089583352,1992,-30.93333,127.5,Found,CV2
10.5,2.3513752571634776,2009,0.0,0.0,Found,L6
2094.8,7.647213362405333,2003,20.55683,56.8474,Found,L4
3.83,1.3428648031925547,2001,19.32667,54.785,Found,Lunar (anorth)
8.93,2.189416394888408,1979,-71.5,35.66667,Found,H4/5
33.35,3.507057772361633,1986,-71.5,35.66667,Found,H4
4.85,1.5789787049493917,1986,-71.5,35.66667,Found,H4
26.13,3.263084079532521,1982,-71.5,35.66667,Found,H4
3150.5,8.05531644938211,2009,22.80487,55.32742,Found,LL6
560.0,6.327936783729195,2009,0.0,0.0,Found,L4
74.4,4.309455941839047,1988,-84.21667,160.5,Found,EL3
13.76,2.6217658325051976,2002,-85.63333,-68.7,Found,H5
4180.0,8.338066525518801,2000,19.80618,56.68707,Found,L6
24.8,3.2108436531709366,1997,-84.0,168.0,Found,LL5
11.3,2.424802725718295,1990,-76.27045,156.43824,Found,L6
15.3,2.72785282839839,2010,0.0,0.0,Found,LL6
71.0,4.2626798770413155,1994,-84.0,168.0,Found,L5
3.1,1.1314021114911006,1990,-76.26747,156.44206,Found,H5
144.0,4.969813299576001,2003,18.625,54.43,Found,L6
2.32,0.8415671856782185,1975,-71.5,35.66667,Found,L6
860.0,6.756932389247553,1960,45.05778,9.19556,Found,"Iron, ungrouped"
4318.0,8.370547611074752,1975,30.52213,-99.73698,Found,"Iron, IIIAB"
1.9,0.6418538861723947,2009,0.0,0.0,Found,L6
18.79,2.933324813425374,1982,-71.5,35.66667,Found,H6
604.6,6.404567082345357,1999,-76.18333,157.16667,Found,H5
26.54,3.2786530289040616,2003,-72.78167,75.30389,Found,L5
19.85,2.9882040071331994,1979,-71.5,35.66667,Found,H6
0.92,-0.08338160893905101,2003,-72.785,75.302222,Found,L6
394.0,5.976350909297934,2000,19.005,54.55,Found,LL5
30.8,3.427514689979529,2008,0.0,0.0,Found,LL6
1.3,0.26236426446749106,1987,-84.34415,161.46676,Found,Aubrite
41.6,3.728100167267218,1988,-84.24124,161.49011,Found,H5
7.7,2.0412203288596382,1990,-76.28296,156.45927,Found,L6
2505.0,7.826044013518965,1972,34.59333,-101.99333,Found,OC
20.61,3.0257763949023677,2000,-80.25,153.5,Found,LL6
1.4,0.3364722366212129,1994,-84.0,168.0,Found,H5
6.74,1.9080599249242156,1974,0.0,35.66667,Found,H6
11.0,2.3978952727983707,2006,0.0,0.0,Found,H5
53.5,3.979681653901961,1993,-84.5796,162.63182,Found,H5
1.64,0.494696241836107,1986,-71.5,35.66667,Found,H4
43.0,3.7612001156935624,1990,28.91667,12.91667,Found,L6
3.13,1.1410330045520618,1979,-71.5,35.66667,Found,CO3
5200.0,8.556413904569519,2001,31.5,-4.85,Found,L5
4.0,1.3862943611198906,1994,-84.0,168.0,Found,H5
708.2,6.562726539677803,1993,-84.62928,162.50537,Found,H5
82.0,4.406719247264253,2008,0.0,0.0,Found,Mesosiderite
1244.18,7.1262319573656425,1988,-72.0,26.0,Found,H4
10.27,2.329227023940467,1986,-71.5,35.66667,Found,CV3
0.5,-0.6931471805599453,1979,-71.5,35.66667,Found,E3
254.9,5.54087131138207,1981,-76.69194,159.26805,Found,Eucrite-pmict
8.5,2.1400661634962708,2000,-79.68333,159.75,Found,L5
34.3,3.535145354171894,1988,-84.24708,161.3911,Found,H5
1.8,0.5877866649021191,2006,-72.98389,75.2466,Found,L5
4.59,1.5238800240724537,1998,0.0,0.0,Found,L5
8.6,2.151762203259462,1999,-84.0,168.0,Found,LL5
5.9,1.7749523509116738,2010,0.0,0.0,Found,L5
404.61,6.002923640196876,2012,0.0,0.0,Found,H4
1.7,0.5306282510621704,1999,-84.0,168.0,Found,LL5
4.6,1.5260563034950492,1999,-84.0,168.0,Found,LL5
0.8,-0.2231435513142097,2009,0.0,0.0,Found,H5
6.64,1.8931119634883424,2003,-72.775,75.316667,Found,L6
45.2,3.8110970868381857,1997,-84.0,168.0,Found,LL5
1638.0,7.401231264413015,2010,0.0,0.0,Found,Lunar (feldsp. breccia)
25.3,3.2308043957334744,2009,0.0,0.0,Found,LL6
85.0,4.442651256490317,1996,27.13383,16.06533,Found,H6
223.0,5.407171771460119,2002,20.72205,57.21013,Found,L6
50.0,3.912023005428146,2001,18.99,54.6,Found,L6
1.66,0.5068176023684519,1979,-71.5,35.66667,Found,CO3
566.65,6.339741829178958,2002,20.57268,57.36938,Found,L6
159.32,5.070914758313443,1979,-71.5,35.66667,Found,H5
3.9,1.3609765531356006,1996,-76.18333,157.16667,Found,H6
2.4,0.8754687373538999,1994,-84.0,168.0,Found,L5
55.5,4.0163830207523885,1990,-76.26756,156.43022,Found,L6
51.33,3.9382753765722116,2006,26.37817,26.8505,Found,H6
40.21,3.6941157209091826,1988,-72.0,26.0,Found,L6
66.0,4.189654742026425,1973,29.9,-112.68333,Found,L
23.4,3.152736022363656,1984,-76.98428,156.87774,Found,H5
3.17,1.1537315878891892,2002,-84.0,168.0,Found,L5
30.76,3.4262151446374434,2006,-72.77264,75.3422,Found,H5
451.8,6.113239604033903,2009,0.0,0.0,Found,LL6
314.6,5.751301990624177,1991,-85.66256,-68.32276,Found,L5
12.7,2.5416019934645457,2007,18.25222,53.99795,Found,H~5
2300.0,7.7406644019172415,1942,42.93333,-100.75,Found,L4
22.39,3.1086144306106633,2002,-85.63333,-68.7,Found,H5
8.36,2.1234584270966104,2003,-72.774722,75.330556,Found,H5
13.74,2.620311286794203,1998,0.0,0.0,Found,H6
27.08,3.298795448044074,2000,-79.68333,155.75,Found,L5
62.0,4.127134385045092,2001,18.45833,54.57167,Found,H5
22.2,3.100092288878234,1997,-84.0,168.0,Found,L6
229.5,5.4359030295006,2009,53.9329,-112.977,Found,H4
3.05,1.1151415906193203,1979,-71.5,35.66667,Found,L5
3.3,1.1939224684724346,1988,-84.24832,161.45039,Found,L6
0.4,-0.916290731874155,1987,-84.34673,161.47977,Found,Howardite
52.7,3.9646154555473165,1987,-76.03853,156.1062,Found,L5
117.3,4.76473475565943,1991,-30.16867,126.28717,Found,L6
2.13,0.7561219797213337,2003,-72.77306,75.345,Found,H5
2.69,0.9895411936137477,1974,-71.5,35.66667,Found,H5
545.71,6.302087699111328,1988,-72.0,26.0,Found,H3
2750.0,7.919356190660617,1961,-37.75,140.3,Found,L6
1010.0,6.917705609835305,1995,28.47517,13.19633,Found,LL4
0.8,-0.2231435513142097,2009,0.0,0.0,Found,CO3
56.3,4.030694535145645,1997,-84.0,168.0,Found,LL5
6.82,1.9198594718553708,1998,0.0,0.0,Found,H4
233.16,5.451724913177349,1988,-72.0,26.0,Found,L6
15.5,2.740840023925201,1990,-72.95488,160.47328,Found,H3-5
180.2,5.194067345174237,1977,-76.71667,159.66667,Found,H5
2.73,1.0043016091968684,2001,-79.68333,155.75,Found,Eucrite-unbr
68.0,4.219507705176107,1991,42.29111,-88.62556,Found,L6
3436.0,8.142063283104147,2002,20.55617,57.31,Found,L4
1.1,0.09531017980432493,1994,-84.0,168.0,Found,L6
290000.0,12.577636201962656,1883,33.9,-101.75,Found,H6
670.0,6.507277712385012,2011,20.38848,57.00298,Found,H5
1311.0,7.1785454837637,1979,-71.5,35.66667,Found,L4
403.91,6.001192080866493,1988,-72.0,26.0,Found,L6
80.1,4.383275854074314,2008,19.61122,55.22913,Found,H4
0.6,-0.5108256237659907,1994,-84.0,168.0,Found,L6
3.0,1.0986122886681098,1992,-76.07912,156.05916,Found,L6
176.28,5.172073639973786,1998,18.1536,53.77487,Found,H5
1.63,0.4885800148186709,1979,-71.5,35.66667,Found,L6
613.2,6.418691146997659,1995,-85.66667,175.0,Found,Eucrite-br
38.61,3.653511310276145,1979,-71.5,35.66667,Found,LL6
52.0,3.9512437185814275,1993,-84.0,168.0,Found,L5
235.9,5.463407986413629,1999,-84.0,168.0,Found,L5
5.03,1.6154199841116479,2003,-72.99556,75.22056,Found,L6
13.8,2.624668592163159,1998,-86.71667,-141.5,Found,H6
3.7,1.308332819650179,1987,-84.25397,161.4394,Found,H6
71.3,4.26689632742025,2009,0.0,0.0,Found,LL6
1.6,0.47000362924573563,1999,-84.0,168.0,Found,LL5
27.2,3.3032169733019514,1988,-84.29382,161.3224,Found,H6
15.1,2.714694743820879,2010,0.0,0.0,Found,L6
13.85,2.6282852326333477,2000,-79.68333,155.75,Found,LL6
2843.0,7.952615111651,1979,-76.33,157.24278,Found,Diogenite
216.0,5.375278407684165,1990,27.65,4.03333,Found,LL4/5
37.7,3.629660094453965,2008,0.0,0.0,Found,LL5
2.86,1.0508216248317612,1986,-71.5,35.66667,Found,C
10.1,2.312535423847214,2000,-79.68333,159.75,Found,H6
320.0,5.768320995793772,2003,25.7561,0.26792,Found,H5
488.9,6.1921579695846,2008,18.97655,54.40382,Found,LL5
388.0,5.961005339623274,2008,18.46117,54.36633,Found,Ureilite
35.5,3.56953269648137,2010,0.0,0.0,Found,L3
229.46,5.435728722370997,2010,20.51112,55.83792,Found,H5
158.0,5.062595033026967,1999,26.97083,16.38567,Found,L6
2.6,0.9555114450274363,1990,-76.27494,156.38615,Found,L6
9.63,2.2648832258100344,1986,-71.5,35.66667,Found,H4
502.0,6.218600119691729,1998,27.35517,16.2035,Found,L6
9.84,2.286455711064162,1998,0.0,0.0,Found,H5
1190.0,7.081708586105575,1998,26.91633,16.67483,Found,H5
188.0,5.236441962829949,2010,0.0,0.0,Found,LL4
2700.0,7.90100705199242,1868,26.16667,90.6,Found,Ureilite
23.0,3.1354942159291497,2007,0.0,0.0,Found,LL6
123.35,4.815025842975365,1988,-72.0,26.0,Found,L6
1313.4,7.180374473756872,2006,0.0,0.0,Found,H6
5.2,1.6486586255873816,2000,-79.68333,159.75,Found,LL4
78.43,4.362206507224575,2006,-72.78111,75.29861,Found,L6
2200.0,7.696212639346407,1950,34.11667,-101.78333,Found,H
590.0,6.380122536899765,1994,28.988,13.06133,Found,H6
35.0,3.5553480614894135,1997,27.20567,16.371,Found,CV3
318.7,5.764250221423291,1988,-84.21667,160.5,Found,L6
31.6,3.4531571205928664,1992,-76.05237,156.01825,Found,CR2
14.2,2.653241964607215,2009,0.0,0.0,Found,LL6
30.0,3.4011973816621555,1988,-84.21667,160.5,Found,L6
48.47,3.8809450498572846,1988,-72.0,26.0,Found,CM2
7.8,2.0541237336955462,1983,-76.28361,157.23222,Found,L6
15.99,2.771963526845863,1979,-71.5,35.66667,Found,LL
10000.0,9.210340371976184,1857,33.33333,-84.1,Found,"Iron, IIAB"
38.05,3.6389010843076948,1999,27.04306,16.41167,Found,L5
61.03,4.111365546556404,2010,20.50422,55.8291,Found,LL6
193.0,5.262690188904886,2007,-85.167,-94.75,Found,H6
580.0,6.363028103540465,2011,0.0,0.0,Found,LL6
6.4,1.8562979903656263,1985,-84.28333,161.08333,Found,H6
6.4,1.8562979903656263,1979,-71.5,35.66667,Found,H6
117.5,4.7664383335842135,1978,-76.71667,159.66667,Found,L3.4
61.31,4.115942961774596,2010,21.34422,55.45513,Found,H3-6
5.41,1.6882490928583902,1998,0.0,0.0,Found,H4
1.99,0.688134638736401,1979,-71.5,35.66667,Found,H4
453.6,6.117215752413542,1999,-76.71667,159.66667,Found,H6
35.09,3.5579161895951237,1998,0.0,0.0,Found,H4
700000.0,13.458835614025542,1749,54.9,91.8,Found,"Pallasite, PMG-an"
36.89,3.607940511608584,1979,-71.5,35.66667,Found,LL
20.58,3.0243197304059035,1974,0.0,35.66667,Found,H6
4.5,1.5040773967762742,1984,-71.5,35.66667,Found,H4
1.2,0.1823215567939546,1995,-72.95472,160.40889,Found,H6
0.93,-0.07257069283483537,1979,-71.5,35.66667,Found,E3
4.4,1.4816045409242156,1999,34.125,-115.56333,Found,L4
0.6,-0.5108256237659907,2009,0.0,0.0,Found,L6
2.2,0.7884573603642703,1997,-84.0,168.0,Found,LL5
362.4,5.892748574168825,2007,0.0,0.0,Found,L6
220.4,5.39544407727876,1990,-76.18333,157.16667,Found,L6
94000.0,11.451050061252142,1935,32.0,-86.0,Found,"Iron, IIAB"
46.98,3.849721979230767,2005,19.88368,56.33967,Found,L5
6.7,1.9021075263969205,1991,-85.65116,-68.58636,Found,L4
1.95,0.6678293725756554,1975,-71.5,35.66667,Found,L6
13.1,2.5726122302071057,1993,-84.0,168.0,Found,H5
415.0,6.028278520230698,1996,27.19583,16.01317,Found,H5
12.07,2.4907230351094403,1982,-71.5,35.66667,Found,L6
7.92,2.0693912058263346,1977,-76.71667,159.66667,Found,H5
191.0,5.25227342804663,2010,-25.23333,-69.71667,Found,H4
535.1,6.282453645317259,1987,-76.04887,156.35829,Found,H6
1033.0,6.940222469119639,2003,20.72777,57.18842,Found,H4-5
14.4,2.667228206581955,1987,-76.28188,156.45674,Found,L6
24.56,3.2011191032789417,1979,-71.5,35.66667,Found,L6
3.91,1.3635373739972745,1998,0.0,0.0,Found,L6
140.16,4.9427846271880815,1988,-72.0,26.0,Found,H4
131.5,4.879006851617819,2002,21.03908,57.31017,Found,L4
5.4,1.6863989535702288,2002,26.5,-10.5,Found,L6
955.0,6.86171134048073,2005,27.49583,16.25833,Found,L6
27.4,3.3105430133940246,1988,-76.72683,158.71811,Found,H5
2045.0,7.623153068476902,1991,27.52472,3.80972,Found,H6
8.9,2.186051276738094,2002,-85.68623,-68.81845,Found,LL5
3.19,1.1600209167967532,1979,-71.5,35.66667,Found,L6
14.8,2.6946271807700692,1993,-84.237,161.51187,Found,L6
